Sample_ID	Original.SampleID	Study	Host.Species	Host.Genotype	Compartment	Soil	Soil.Batch	Run	Conditions	Date
bourceret_2018_00382	RH_118H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00383	RH_119H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00384	RH_120H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00397	RH_124H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00398	RH_125H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00399	RH_126H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00400	RH_130H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00401	RH_131H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00402	RH_132H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00403	RH_136H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00404	RH_137H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00405	RH_138H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00406	RH_142H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00407	RH_143H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00408	RH_144H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00421	RH_148H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00422	RH_149H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00423	RH_150H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00424	RH_154H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00425	RH_155H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00426	RH_156H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00427	RH_160H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00428	RH_161H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00429	RH_162H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00430	RH_166H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00431	RH_167H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00432	RH_168H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00353	RH_83H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00354	RH_84H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00355	RH_88H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00356	RH_89H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00357	RH_90H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00358	RH_94H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00359	RH_95H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00360	RH_96H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00361	RT_100H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00362	RT_101H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00363	RT_102H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00364	RT_106H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00365	RT_107H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00366	RT_108H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00367	RT_112H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00368	RT_113H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00369	RT_114H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00370	RT_118H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00371	RT_119H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00372	RT_120H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00385	RT_124H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00386	RT_125H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00387	RT_126H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00388	RT_130H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00389	RT_131H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00390	RT_132H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00391	RT_136H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00392	RT_137H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00393	RT_138H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00394	RT_142H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00395	RT_143H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00396	RT_144H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00409	RT_148H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00410	RT_149H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00411	RT_150H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	CONMIN	bourceret_2018_005	NS	07_2017
bourceret_2018_00412	RT_154H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00413	RT_155H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00414	RT_156H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00415	RT_160H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00416	RT_161H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00417	RT_162H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00418	RT_166H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00419	RT_167H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00420	RT_168H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00433	RT_172H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00434	RT_173H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00435	RT_174H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00436	RT_178H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00437	RT_179H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00438	RT_180H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00439	RT_184H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00440	RT_185H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	BIODYN	bourceret_2018_005	NS	07_2017
bourceret_2018_00505	BK_481H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	CONMIN	bourceret_2018_006	NS	07_2017
bourceret_2018_00506	BK_482H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	CONMIN	bourceret_2018_006	NS	07_2017
bourceret_2018_00507	BK_483H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	CONMIN	bourceret_2018_006	NS	07_2017
bourceret_2018_00508	BK_484H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	CONMIN	bourceret_2018_006	NS	07_2017
bourceret_2018_00509	BK_485H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	CONMIN	bourceret_2018_006	NS	07_2017
bourceret_2018_00510	BK_486H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	CONMIN	bourceret_2018_006	NS	07_2017
bourceret_2018_00511	BK_487H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	CONMIN	bourceret_2018_006	NS	07_2017
bourceret_2018_00512	BK_488H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	CONMIN	bourceret_2018_006	NS	07_2017
bourceret_2018_00513	BK_489H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	CONMIN	bourceret_2018_006	NS	07_2017
bourceret_2018_00514	BK_490H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00515	BK_491H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00516	BK_492H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00517	BK_493H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00518	BK_494H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00519	BK_495H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00520	BK_496H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00521	BK_497H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00522	BK_498H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00523	BK_499H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DEMO	NK	bourceret_2018_006	NS	07_2017
bourceret_2018_00524	BK_500H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DEMO	NK	bourceret_2018_006	NS	07_2017
bourceret_2018_00525	BK_501H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DEMO	NK	bourceret_2018_006	NS	07_2017
bourceret_2018_00526	BK_502H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DEMO	NPK	bourceret_2018_006	NS	07_2017
bourceret_2018_00527	BK_503H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DEMO	NPK	bourceret_2018_006	NS	07_2017
bourceret_2018_00528	BK_504H2	Reconstruct_VG2018	zea_mays_l	host_soil	soil	DEMO	NPK	bourceret_2018_006	NS	07_2017
bourceret_2018_00445	RH_172H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00446	RH_173H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00447	RH_174H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00448	RH_178H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00449	RH_179H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00450	RH_180H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00451	RH_184H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00452	RH_185H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00453	RH_186H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00454	RH_190H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00455	RH_191H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00456	RH_192H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00469	RH_196H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00470	RH_197H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00471	RH_198H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00472	RH_202H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00473	RH_203H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00474	RH_204H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00475	RH_208H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00476	RH_209H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00477	RH_210H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00478	RH_214H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00479	RH_215H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00480	RH_216H	Reconstruct_VG2018	zea_mays_l	1_B73	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00493	RH_220H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00494	RH_221H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00495	RH_222H	Reconstruct_VG2018	zea_mays_l	2_DK105	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00496	RH_226H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00497	RH_227H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00498	RH_228H	Reconstruct_VG2018	zea_mays_l	3_PH207	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00499	RH_232H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00500	RH_233H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00501	RH_234H	Reconstruct_VG2018	zea_mays_l	4_F2	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00502	RH_238H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00503	RH_239H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00504	RH_240H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	rhizosphere	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00441	RT_186H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00442	RT_190H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00443	RT_191H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00444	RT_192H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00457	RT_196H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00458	RT_197H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00459	RT_198H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00460	RT_202H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00461	RT_203H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00462	RT_204H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00463	RT_208H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00464	RT_209H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00465	RT_210H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00466	RT_214H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00467	RT_215H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00468	RT_216H	Reconstruct_VG2018	zea_mays_l	1_B73	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00481	RT_220H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00482	RT_221H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00483	RT_222H	Reconstruct_VG2018	zea_mays_l	2_DK105	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00484	RT_226H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00485	RT_227H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00486	RT_228H	Reconstruct_VG2018	zea_mays_l	3_PH207	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00487	RT_232H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00488	RT_233H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00489	RT_234H	Reconstruct_VG2018	zea_mays_l	4_F2	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00490	RT_238H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00491	RT_239H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2018_00492	RT_240H	Reconstruct_VG2018	zea_mays_l	5_pht1;6	root	DOK	BIODYN	bourceret_2018_006	NS	07_2017
bourceret_2019_00013	241H_RH	Reconstruct_RP2019	zea_mays_l	1_B73	rhizosphere	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00001	241H_RT	Reconstruct_RP2019	zea_mays_l	1_B73	root	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00014	242H_RH	Reconstruct_RP2019	zea_mays_l	1_B73	rhizosphere	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00002	242H_RT	Reconstruct_RP2019	zea_mays_l	1_B73	root	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00015	243H_RH	Reconstruct_RP2019	zea_mays_l	1_B73	rhizosphere	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00003	243H_RT	Reconstruct_RP2019	zea_mays_l	1_B73	root	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00016	247H_RH	Reconstruct_RP2019	zea_mays_l	2_DK105	rhizosphere	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00004	247H_RT	Reconstruct_RP2019	zea_mays_l	2_DK105	root	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00017	248H_RH	Reconstruct_RP2019	zea_mays_l	2_DK105	rhizosphere	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00005	248H_RT	Reconstruct_RP2019	zea_mays_l	2_DK105	root	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00018	249H_RH	Reconstruct_RP2019	zea_mays_l	2_DK105	rhizosphere	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00006	249H_RT	Reconstruct_RP2019	zea_mays_l	2_DK105	root	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00019	253H_RH	Reconstruct_RP2019	zea_mays_l	3_PH207	rhizosphere	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00007	253H_RT	Reconstruct_RP2019	zea_mays_l	3_PH207	root	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00020	254H_RH	Reconstruct_RP2019	zea_mays_l	3_PH207	rhizosphere	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00008	254H_RT	Reconstruct_RP2019	zea_mays_l	3_PH207	root	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00021	255H_RH	Reconstruct_RP2019	zea_mays_l	3_PH207	rhizosphere	DEMO	NK	bourceret_2019_001	NS	07_2017
bourceret_2019_00009	255H_RT	Reconstruct_RP2019	zea_mays_l	3_PH207	root	DEMO	NK	bourceret_2019_001	NS	07_2017
