Taxonomy	Occupancy	Sample_number	RA	Group	Compartment	Rank	Tax_number
Myxococcaceae	0.390977443609023	133	0.000482412690635733	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Nakamurellaceae	0.165413533834586	133	0.000145169838380989	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Nannocystaceae	0.037593984962406	133	4.11544121025151e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Nitrosomonadaceae	0.969924812030075	133	0.00671158562610538	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Nitrososphaeraceae	0.0075187969924812	133	5.0461724781753e-06	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Nitrospiraceae	0.977443609022556	133	0.0142406659815299	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Nocardiaceae	0.142857142857143	133	0.000245150837575904	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Nocardioidaceae	1	133	0.0110156184356727	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
NS9_marine_group	0.157894736842105	133	0.00015452321474987	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Oligoflexales_fa	0.270676691729323	133	0.000295815711948946	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Oxalobacteraceae	1	133	0.121491070241291	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Paenibacillaceae	0.962406015037594	133	0.00692430387199513	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Pedosphaeraceae	0.93984962406015	133	0.00464078490545568	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Peptostreptococcaceae	0.180451127819549	133	0.000164729942458046	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Phaselicystidaceae	0.142857142857143	133	0.00018559875448247	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Phycisphaeraceae	0.157894736842105	133	0.000224399211489089	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Planococcaceae	0.43609022556391	133	0.000659737625417427	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Polyangiaceae	0.541353383458647	133	0.000601802681090717	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Promicromonosporaceae	0.075187969924812	133	0.000102658397873794	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Propionibacteriaceae	0.887218045112782	133	0.00219270969973678	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Pseudohongiellaceae	0.120300751879699	133	0.000113935715492499	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Pseudomonadaceae	0.969924812030075	133	0.0275511642902233	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Pseudonocardiaceae	0.759398496240602	133	0.00363902064061157	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Reyranellaceae	0.323308270676692	133	0.000328152204831869	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Rhizobiaceae	1	133	0.0163064919087644	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Rhizobiales_Incertae_Sedis	0.887218045112782	133	0.00370778179114733	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Rhodanobacteraceae	0.781954887218045	133	0.00222371171036803	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Rhodobacteraceae	0.120300751879699	133	0.000165197760080107	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Rhodocyclaceae	0.112781954887218	133	0.000138400478652584	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Roseiflexaceae	0.864661654135338	133	0.00869773559035118	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Rubrobacteriaceae	0.037593984962406	133	3.07401385341834e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Saccharimonadaceae	0.195488721804511	133	0.00041231897197975	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Salisediminibacteriaceae	0.0902255639097744	133	9.26977347755709e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Sandaracinaceae	0.458646616541353	133	0.000840919604958457	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
SC-I-84	0.969924812030075	133	0.00642939185159133	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Solibacteraceae	0.586466165413534	133	0.00131026447268471	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Solimonadaceae	0.398496240601504	133	0.00126125462223532	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Solirubrobacteraceae	0.413533834586466	133	0.00042123452525568	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Sphingomonadaceae	0.992481203007519	133	0.0201405750468075	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Sporichthyaceae	0.18796992481203	133	0.000209531270113989	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Staphylococcaceae	0.0225563909774436	133	8.06823530489443e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Steroidobacteraceae	0.902255639097744	133	0.00280946355860472	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Streptomycetaceae	0.954887218045113	133	0.0118951285698094	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Streptosporangiaceae	0.443609022556391	133	0.000508479779632074	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Sutterellaceae	0.075187969924812	133	5.69901790633719e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Thermoanaerobaculaceae	0.0902255639097744	133	6.21321469421166e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Thermomonosporaceae	0.451127819548872	133	0.00105269213833856	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
TRA3-20	0.511278195488722	133	0.000996624898078838	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Unassigned	1	133	0.0500598303030656	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Unknown_Family	0.902255639097744	133	0.004262003727596	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Xanthobacteraceae	1	133	0.0111867538037808	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
Xanthomonadaceae	1	133	0.0427695657440909	arabidopsis_thaliana_rhizosphere	rhizosphere	Family	113
67-14	0.520833333333333	48	0.00101406914379771	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
A21b	0.166666666666667	48	0.000214979059194198	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Acidobacteriaceae_(Subgroup_1)	0.25	48	0.000298947799663761	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Alcaligenaceae	0.0833333333333333	48	7.28505705457371e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Alicyclobacillaceae	0.4375	48	0.000868401659494716	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
B1-7BS	0.0208333333333333	48	1.45180023228804e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Bacillaceae	0.979166666666667	48	0.0305684330845211	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Bacteriovoracaceae	0.770833333333333	48	0.0132049452067561	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Bdellovibrionaceae	0.0416666666666667	48	5.7227650353808e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Beijerinckiaceae	0.520833333333333	48	0.000677537170881962	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Bryobacteraceae	0.354166666666667	48	0.000400910132533103	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Burkholderiaceae	0.666666666666667	48	0.00157786750659577	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Catenulisporaceae	0.0208333333333333	48	2.80772686433064e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Caulobacteraceae	0.895833333333333	48	0.00319684018040359	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Cellulomonadaceae	0.145833333333333	48	0.000143498505982823	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Cellvibrionaceae	0.0416666666666667	48	4.28695082580826e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Chitinophagaceae	0.666666666666667	48	0.00130752200349649	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Clostridiaceae	0.645833333333333	48	0.00270434307099808	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Comamonadaceae	0.958333333333333	48	0.00910894190124932	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Devosiaceae	0.729166666666667	48	0.00505278858475432	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Dongiaceae	0.520833333333333	48	0.000671643808385258	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
env.OPS_17	0.270833333333333	48	0.000436952888825271	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Erwiniaceae	0.0208333333333333	48	2.83639664170638e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Flavobacteriaceae	0.604166666666667	48	0.00296020374360759	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Frankiaceae	0.0416666666666667	48	2.85016921661286e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Gaiellaceae	0.770833333333333	48	0.0024674442550434	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Gemmatimonadaceae	0.645833333333333	48	0.00122826879819278	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Geobacteraceae	0.208333333333333	48	0.00022713547542232	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Geodermatophilaceae	0.5625	48	0.0010143958324749	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Gracilibacteraceae	0.270833333333333	48	0.000596284313714521	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Haliangiaceae	0.125	48	0.0002122970704043	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Herpetosiphonaceae	0.0833333333333333	48	0.000551903977962056	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Hymenobacteraceae	0.8125	48	0.00342775144722431	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Hyphomicrobiaceae	0.458333333333333	48	0.000882021834637536	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Ilumatobacteraceae	0.25	48	0.000245467953962919	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Intrasporangiaceae	0.875	48	0.00339657504167468	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
KF-JG30-B3	0.0208333333333333	48	2.82869427472279e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Latescibacteraceae	0.0208333333333333	48	1.51735858218014e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Methyloligellaceae	0.958333333333333	48	0.00639334214628934	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Methylophilaceae	0.875	48	0.11063256469698	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Microbacteriaceae	0.5625	48	0.00100653470534043	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Micrococcaceae	0.979166666666667	48	0.00685638236666705	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Micromonosporaceae	0.208333333333333	48	0.000354201376464735	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Micropepsaceae	0.25	48	0.000380180973514516	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Microscillaceae	0.166666666666667	48	0.000272261467892011	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Microtrichaceae	0.0208333333333333	48	1.39540075909801e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Moraxellaceae	0.0208333333333333	48	2.90360046457607e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Mycobacteriaceae	0.9375	48	0.00366701842572003	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Myxococcaceae	0.145833333333333	48	0.000560433188794564	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Nakamurellaceae	0.625	48	0.000819894976256378	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Nannocystaceae	0.0833333333333333	48	5.73508613717852e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Nitrosomonadaceae	0.583333333333333	48	0.00109598178937307	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Nitrososphaeraceae	0.0208333333333333	48	5.72344322344322e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Nitrospiraceae	0.583333333333333	48	0.00152082162748884	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Nocardiaceae	0.4375	48	0.000620436378604239	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Nocardioidaceae	0.979166666666667	48	0.00891911836267091	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Oligoflexales_fa	0.166666666666667	48	0.000243905245097428	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Oxalobacteraceae	1	48	0.068719638331212	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Paenibacillaceae	0.708333333333333	48	0.0030712188776752	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Pedosphaeraceae	0.541666666666667	48	0.00153971498403091	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Peptostreptococcaceae	0.458333333333333	48	0.000709292935166014	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Phaselicystidaceae	0.0416666666666667	48	0.000141319990759472	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Planococcaceae	0.604166666666667	48	0.00191417783558881	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Polyangiaceae	0.166666666666667	48	0.00018580997848742	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Propionibacteriaceae	0.833333333333333	48	0.00256151970494765	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Pseudohongiellaceae	0.0625	48	5.82413880302749e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Pseudomonadaceae	0.770833333333333	48	0.0238331382913472	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Pseudonocardiaceae	0.625	48	0.00101344190574391	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Reyranellaceae	0.208333333333333	48	0.000275203827879551	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Rhizobiaceae	0.916666666666667	48	0.00953974797817673	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Rhizobiales_Incertae_Sedis	0.333333333333333	48	0.000431880829259681	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Rhodanobacteraceae	0.333333333333333	48	0.000348466797273394	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Rhodobacteraceae	0.270833333333333	48	0.000581933740900882	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Rhodocyclaceae	0.0416666666666667	48	5.73006958524951e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Roseiflexaceae	0.395833333333333	48	0.000453690125773112	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Rubrobacteriaceae	0.0833333333333333	48	8.58868036646968e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Saccharimonadaceae	0.791666666666667	48	0.00574715969136624	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Salisediminibacteriaceae	0.1875	48	0.000268444810510998	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
SC-I-84	0.604166666666667	48	0.000988620947674029	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Solibacteraceae	0.333333333333333	48	0.00056589609119134	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Solimonadaceae	0.0416666666666667	48	8.86812721196551e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Solirubrobacteraceae	0.479166666666667	48	0.000500770278036187	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Sphingomonadaceae	1	48	0.0192156560138571	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Sporichthyaceae	0.208333333333333	48	0.000227256173865304	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Steroidobacteraceae	0.541666666666667	48	0.00106988213208575	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Streptomycetaceae	0.625	48	0.00123553708743652	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Streptosporangiaceae	0.270833333333333	48	0.000355458751224654	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Sutterellaceae	0.0208333333333333	48	1.623798389192e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Thermomonosporaceae	0.0208333333333333	48	2.82869427472279e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
TRA3-20	0.4375	48	0.000755157627969296	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Unassigned	1	48	0.0126712753527478	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Unknown_Family	0.3125	48	0.000524475005675778	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Xanthobacteraceae	0.979166666666667	48	0.00418679857096253	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
Xanthomonadaceae	1	48	0.0220862944276225	chlamydomonas_reinhardtii_phycosphere	phycosphere	Family	94
67-14	0.112903225806452	62	7.71832954065524e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
A21b	0.161290322580645	62	0.000132061163116833	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
A4b	0.0645161290322581	62	5.58007853003479e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Acidobacteriaceae_(Subgroup_1)	0.0161290322580645	62	1.09795999033795e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Acidobacteriae_fa	0.0161290322580645	62	1.09795999033795e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Alcaligenaceae	0.0161290322580645	62	1.09646718273722e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Alicyclobacillaceae	0.0161290322580645	62	1.09795999033795e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Bacillaceae	0.564516129032258	62	0.0010302249762887	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Bacteriovoracaceae	0.435483870967742	62	0.00088184906246445	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Bdellovibrionaceae	0.451612903225806	62	0.000823794962615195	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Beijerinckiaceae	0.451612903225806	62	0.000925780294544555	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
BIrii41	0.951612903225806	62	0.0161458244244572	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Bryobacteraceae	0.0161290322580645	62	1.1070029003476e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Burkholderiaceae	0.951612903225806	62	0.0261114321023188	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Caulobacteraceae	0.967741935483871	62	0.0152086395658119	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Cellulomonadaceae	0.0483870967741935	62	5.5063581492559e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Cellvibrionaceae	0.612903225806452	62	0.0189245056621054	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Chitinophagaceae	0.951612903225806	62	0.00716815681764206	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Clostridiaceae	0.0483870967741935	62	0.00043611237310776	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Comamonadaceae	1	62	0.267360902469113	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Crocinitomicaceae	0.5	62	0.00331157897498633	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Deinococcaceae	0.032258064516129	62	3.29993726582204e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Devosiaceae	0.983870967741935	62	0.0150668999169789	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Dongiaceae	0.919354838709677	62	0.00485861217306357	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Enterobacteriaceae	0.032258064516129	62	2.17446876123146e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
env.OPS_17	0.709677419354839	62	0.00553648305972998	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Fibrobacteraceae	0.790322580645161	62	0.00329634760962068	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Flavobacteriaceae	0.82258064516129	62	0.0219535203279785	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Gaiellaceae	0.274193548387097	62	0.000296106062046456	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Gemmatimonadaceae	0.596774193548387	62	0.00163178022292563	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Geobacteraceae	0.0161290322580645	62	1.10397209158552e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Geodermatophilaceae	0.0967741935483871	62	8.80957328637115e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Glycomycetaceae	0.0967741935483871	62	0.000262661559590827	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Gracilibacteraceae	0.032258064516129	62	2.24705216164384e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Haliangiaceae	0.967741935483871	62	0.011611074736547	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Hymenobacteraceae	0.0806451612903226	62	9.9267268588438e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Hyphomicrobiaceae	0.354838709677419	62	0.000471505100193459	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Hyphomonadaceae	0.17741935483871	62	0.000164478627653553	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Iamiaceae	0.0645161290322581	62	0.000197595953343528	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Ilumatobacteraceae	0.387096774193548	62	0.000603260443427798	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Intrasporangiaceae	0.483870967741935	62	0.00117713278466976	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Leptospiraceae	0.548387096774194	62	0.00572869502377335	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Methyloligellaceae	0.370967741935484	62	0.000417992138105274	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Methylophilaceae	0.919354838709677	62	0.0120745326793081	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Microbacteriaceae	0.838709677419355	62	0.00500335000236895	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Micrococcaceae	0.693548387096774	62	0.00188686721907858	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Micromonosporaceae	0.564516129032258	62	0.00126729768999051	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Micropepsaceae	0.129032258064516	62	0.000533070127517264	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Microscillaceae	0.967741935483871	62	0.00998177598736226	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Microtrichaceae	0.0645161290322581	62	5.4669203305263e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Mitochondria	0.032258064516129	62	2.19000631578196e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Moraxellaceae	0.0806451612903226	62	7.67181499655892e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Mycobacteriaceae	0.5	62	0.000907328063350324	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Myxococcaceae	0.290322580645161	62	0.000897005063503223	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Nakamurellaceae	0.032258064516129	62	2.19010220997371e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Nitrosomonadaceae	0.629032258064516	62	0.00281226177221956	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Nitrospiraceae	0.225806451612903	62	0.000386006810166878	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Nocardiaceae	0.0967741935483871	62	0.000109779042130632	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Nocardioidaceae	0.967741935483871	62	0.00997222694798539	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
NS9_marine_group	0.112903225806452	62	0.000253278197007393	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Oligoflexales_fa	0.193548387096774	62	0.000285514401009376	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Oxalobacteraceae	0.983870967741935	62	0.0649327709399558	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Paenibacillaceae	0.370967741935484	62	0.000449158367568516	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Pedosphaeraceae	0.435483870967742	62	0.000586994048887143	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Phaselicystidaceae	0.112903225806452	62	0.000175567683718622	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Phycisphaeraceae	0.0483870967741935	62	3.30591765871999e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Planococcaceae	0.032258064516129	62	2.18110854731313e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Polyangiaceae	0.516129032258065	62	0.000987194897578965	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Promicromonosporaceae	0.129032258064516	62	0.000528236064255157	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Propionibacteriaceae	0.338709677419355	62	0.00143478521364759	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Pseudohongiellaceae	0.161290322580645	62	0.000175822267801731	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Pseudomonadaceae	0.935483870967742	62	0.0206166080945416	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Pseudonocardiaceae	0.67741935483871	62	0.0040655320997236	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Reyranellaceae	0.0806451612903226	62	8.71631687503239e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Rhizobiaceae	0.967741935483871	62	0.0149594788636248	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Rhizobiales_Incertae_Sedis	0.693548387096774	62	0.00231166113927877	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Rhodanobacteraceae	0.790322580645161	62	0.00834978784777576	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Rhodobacteraceae	0.0967741935483871	62	0.0003273025964581	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Rhodocyclaceae	0.274193548387097	62	0.000627335490433466	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Roseiflexaceae	0.870967741935484	62	0.00874617913689109	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Rubrobacteriaceae	0.0161290322580645	62	1.08979947689625e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Saccharimonadaceae	0.0161290322580645	62	2.19293436547444e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Sandaracinaceae	0.854838709677419	62	0.012075937161771	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
SC-I-84	0.483870967741935	62	0.000698381784572695	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
