Sample_ID	RA_rep	Original.SampleID	Study	Host.Species	Host.Genotype	Compartment	Soil	Soil.Batch	Run	Conditions	Date	Group
duran_2020_00172	0.470506592643997	Unplanted_Day36_Rep3_Bio1	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
duran_2020_00173	0.427142857142857	Unplanted_Day36_Rep3_Bio3	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
duran_2020_00174	0.497905027932961	Unplanted_Day36_Rep4_Bio1	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
duran_2020_00175	0.411888111888112	Unplanted_Day36_Rep4_Bio2	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
duran_2020_00176	0.493084370677732	Unplanted_Day36_Rep4_Bio3	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
duran_2020_00177	0.334707903780069	Unplanted_Day36_Rep5_Bio1	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
duran_2020_00178	0.473177441540578	Unplanted_Day36_Rep5_Bio2	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
duran_2020_00179	0.478045325779037	Unplanted_Day36_Rep5_Bio3	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
duran_2020_00180	0.467709041468389	Unplanted_Day36_Rep6_Bio2	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
duran_2020_00181	0.492957746478873	Unplanted_Day7_Rep1_Bio1	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
duran_2020_00182	0.497594501718213	Unplanted_Day7_Rep1_Bio2	duran_2020	arabidopsis_thaliana	soil	soil	CAS	CAS14	chlamy_011	GH	08_2019	arabidopsis_thaliana_CAS_soil
masayoshi_2016_00040	0.824279007377599	natcom.1610.cas11.1	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00041	0.773610180843938	natcom.1610.cas11.2	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00042	0.838363514419852	natcom.1610.cas11.3	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00043	0.790854068594486	natcom.1610.cas11.4	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00044	0.837910247823175	natcom.1610.cas11.5	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00045	0.822073578595318	natcom.1610.cas11.6	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00046	0.809109176155392	natcom.1610.cas11.7	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00047	0.817146684527796	natcom.1610.cas11.8	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00048	0.827632461435278	natcom.1610.cas11.9	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00049	0.801475519785379	natcom.1610.cas11.10	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00050	0.769386378961564	natcom.1610.cas11.11	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00051	0.800537273337811	natcom.1610.cas11.12	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00052	0.830405405405405	natcom.1610.cas11.13	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00053	0.823450134770889	natcom.1610.cas11.14	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00054	0.836461126005362	natcom.1610.cas11.15	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00055	0.580459770114943	natcom.1610.cas11.16	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00056	0.793172690763052	natcom.1610.cas11.17	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00057	0.822102425876011	natcom.1610.cas11.18	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00058	0.836898395721925	natcom.1610.cas11.19	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00059	0.843624161073826	natcom.1610.cas11.20	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00060	0.814141414141414	natcom.1610.cas11.21	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00061	0.86144578313253	natcom.1610.cas11.22	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00062	0.840832773673606	natcom.1610.cas11.23	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00063	0.766085790884719	natcom.1610.cas11.24	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00064	0.782786885245902	natcom.1610.cas11.25	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00065	0.724441435341909	natcom.1610.cas11.26	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00066	0.844816053511706	natcom.1610.cas11.27	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00067	0.735313977042539	natcom.1610.cas11.28	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00068	0.779421654337592	natcom.1610.cas11.29	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00069	0.724462365591398	natcom.1610.cas11.30	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00070	0.729912221471978	natcom.1610.cas11.31	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00071	0.759621877110061	natcom.1610.cas11.32	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00072	0.833557046979866	natcom.1610.cas11.33	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00073	0.7508440243079	natcom.1610.cas11.34	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00074	0.755211835911231	natcom.1610.cas11.35	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00075	0.855994641661085	natcom.1610.cas11.36	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00076	0.736912751677852	natcom.1610.cas11.37	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00077	0.699726402188782	natcom.1610.cas11.38	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00078	0.793959731543624	natcom.1610.cas11.39	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00079	0.813844086021505	natcom.1610.cas11.40	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00080	0.76969696969697	natcom.1610.cas11.41	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00081	0.731756756756757	natcom.1610.cas11.42	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00082	0.784037558685446	natcom.1610.cas11.43	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00083	0.863087248322148	natcom.1610.cas11.44	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00084	0.827052489905787	natcom.1610.cas11.45	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00085	0.774106540795684	natcom.1610.cas11.46	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00086	0.768766756032172	natcom.1610.cas11.47	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00087	0.665764546684709	natcom.1610.cas11.48	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00088	0.839011356045424	natcom.1610.cas11.49	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00089	0.843389830508475	natcom.1610.cas11.50	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00090	0.809653297076818	natcom.1610.cas11.51	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00091	0.812709030100334	natcom.1610.cas11.52	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00092	0.664420485175202	natcom.1610.cas11.53	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00093	0.788552188552189	natcom.1610.cas11.54	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00094	0.836803223640027	natcom.1610.cas11.55	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00095	0.768251841929002	natcom.1610.cas11.56	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00096	0.867962466487936	natcom.1610.cas11.57	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00097	0.82372654155496	natcom.1610.cas11.58	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00098	0.83456128600134	natcom.1610.cas11.59	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00099	0.803355704697987	natcom.1610.cas11.60	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00100	0.488070892978868	natcom.1610.cas11.61	masayoshi_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_soil
masayoshi_2016_00101	0.514925373134328	natcom.1610.cas11.62	masayoshi_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_soil
masayoshi_2016_00102	0.490859851049424	natcom.1610.cas11.63	masayoshi_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_soil
masayoshi_2016_00103	0.738866396761134	natcom.1610.cas11.64	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00104	0.87846049966239	natcom.1610.cas11.65	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00105	0.759647935003385	natcom.1610.cas11.66	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00106	0.830315224681422	natcom.1610.cas11.67	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00107	0.801485482781904	natcom.1610.cas11.68	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00108	0.79890560875513	natcom.1610.cas11.69	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00109	0.82751677852349	natcom.1610.cas11.70	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00110	0.817816476892163	natcom.1610.cas11.71	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00111	0.832997987927565	natcom.1610.cas11.72	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00112	0.847184986595174	natcom.1610.cas11.73	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00113	0.824161073825503	natcom.1610.cas11.74	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00114	0.828072531900604	natcom.1610.cas11.75	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00115	0.876171352074967	natcom.1610.cas11.76	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00116	0.839704896042924	natcom.1610.cas11.77	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00117	0.852525252525253	natcom.1610.cas11.78	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11	masayoshi_1610_cas11_001	GH	05_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00118	0.861240827218145	natcom.1611.cas10.1	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00119	0.790527018012008	natcom.1611.cas10.2	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00120	0.77072192513369	natcom.1611.cas10.3	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00121	0.887700534759358	natcom.1611.cas10.4	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00122	0.787191460973983	natcom.1611.cas10.5	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00123	0.78231748158071	natcom.1611.cas10.6	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00124	0.820735785953177	natcom.1611.cas10.7	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00125	0.731052984574111	natcom.1611.cas10.9	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00126	0.862391449565798	natcom.1611.cas10.10	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00127	0.815384615384615	natcom.1611.cas10.11	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00128	0.721333333333333	natcom.1611.cas10.12	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00129	0.815261044176707	natcom.1611.cas10.13	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00130	0.797858099062918	natcom.1611.cas10.14	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00131	0.794235924932976	natcom.1611.cas10.15	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00132	0.879518072289157	natcom.1611.cas10.16	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00133	0.834450402144772	natcom.1611.cas10.17	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00134	0.883580080753701	natcom.1611.cas10.18	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00135	0.851975887474883	natcom.1611.cas10.19	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00136	0.828647925033467	natcom.1611.cas10.20	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00137	0.834116856950974	natcom.1611.cas10.21	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00138	0.879437374413932	natcom.1611.cas10.22	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00139	0.902536715620828	natcom.1611.cas10.23	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00140	0.828208556149733	natcom.1611.cas10.24	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00141	0.851901267511674	natcom.1611.cas10.25	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00142	0.61316319677636	natcom.1611.cas10.26	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00143	0.810955243820975	natcom.1611.cas10.27	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00144	0.815860215053763	natcom.1611.cas10.28	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00145	0.909939959973316	natcom.1611.cas10.29	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00146	0.846102150537634	natcom.1611.cas10.30	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00147	0.833444816053512	natcom.1611.cas10.31	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00148	0.860480640854473	natcom.1611.cas10.32	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00149	0.86302294197031	natcom.1611.cas10.33	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00150	0.788101604278075	natcom.1611.cas10.34	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00151	0.86479250334672	natcom.1611.cas10.35	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00152	0.743967828418231	natcom.1611.cas10.36	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
