Group	Occupancy	Sample_number	RA	Group.1	Compartment	Rank	Tax_number
37	0.075187969924812	133	7.21305882026509e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
38	0.12781954887218	133	0.000102926347087598	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
39	0.947368421052632	133	0.00424101441785516	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
4	0.842105263157895	133	0.00901171437983699	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
40	0.172932330827068	133	0.000201241196457055	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
41	0.894736842105263	133	0.0140430476050842	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
42	0.180451127819549	133	0.000174757285580883	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
43	0.398496240601504	133	0.00408605917409659	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
44	0.210526315789474	133	0.000202174223531328	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
45	0.285714285714286	133	0.000524138340758834	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
46	0.969924812030075	133	0.00849284683128221	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
47	0.894736842105263	133	0.00592536625647302	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
48	0.669172932330827	133	0.0018994825568162	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
49	0.233082706766917	133	0.000281325188245763	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
5	0.706766917293233	133	0.00177336284386286	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
50	0.345864661654135	133	0.000684205431792408	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
51	0.902255639097744	133	0.00526551994208404	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
52	0.0601503759398496	133	4.12371611952028e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
53	0.496240601503759	133	0.00168465700248273	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
54	0.0827067669172932	133	7.30104424626667e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
55	0.0075187969924812	133	5.1393007467404e-06	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
56	0.992481203007519	133	0.0447350573964615	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
57	0.75187969924812	133	0.00228097052806755	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
58	0.992481203007519	133	0.0170634901912335	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
59	0.834586466165414	133	0.0077996620730511	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
6	0.954887218045113	133	0.0105470769047266	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
60	0.962406015037594	133	0.00766721832890911	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
61	0.654135338345865	133	0.00320932408700692	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
62	0.661654135338346	133	0.00368013469528644	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
63	0.578947368421053	133	0.00173111728639721	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
64	0.774436090225564	133	0.00334987456033095	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
66	0.210526315789474	133	0.00147234060434119	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
67	0.879699248120301	133	0.00718139071167972	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
69	0.0827067669172932	133	6.20924430813604e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
7	0.593984962406015	133	0.00829273761037462	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
70	0.225563909774436	133	0.000310130453961904	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
71	0.0225563909774436	133	1.55542961380701e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
72	0.172932330827068	133	0.000143834783522575	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
73	0.93984962406015	133	0.00546045639873828	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
75	0.804511278195489	133	0.0067464209636828	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
76	0.218045112781955	133	0.000236397774335742	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
77	0.120300751879699	133	0.000108070754166965	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
78	0.172932330827068	133	0.000128639108424845	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
79	0.0902255639097744	133	8.1565514797665e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
8	0.142857142857143	133	0.000118854567137153	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
80	0.0075187969924812	133	1.05084514220562e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
81	0.0300751879699248	133	2.55639535818939e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
82	0.390977443609023	133	0.0011783608451181	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
83	0.285714285714286	133	0.000582772290422479	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
84	0.0902255639097744	133	0.000102098141738418	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
85	0.804511278195489	133	0.00389990714879421	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
86	0.0601503759398496	133	6.28738126824416e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
87	0.075187969924812	133	7.78409243586209e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
88	0.218045112781955	133	0.000185681323157774	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
89	0.0225563909774436	133	1.53879785714959e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
9	0.857142857142857	133	0.00486053038987311	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
90	0.142857142857143	133	0.000164146953187613	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
91	0.37593984962406	133	0.000439073799865253	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
93	0.037593984962406	133	2.56420778951688e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
94	0.0451127819548872	133	5.57765692795365e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
95	0.413533834586466	133	0.00116610113118275	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
96	0.473684210526316	133	0.000826086363236246	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
97	0.0526315789473684	133	5.10819415662767e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
98	0.0451127819548872	133	4.07403168978337e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
99	0.0451127819548872	133	3.12188764794404e-05	arabidopsis_thaliana_rhizosphere	rhizosphere	NetCls	130
1	0.3125	48	0.000500056084343373	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
10	0.875	48	0.00607567065801805	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
101	0.854166666666667	48	0.0026293215007702	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
102	0.0208333333333333	48	7.48861730170141e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
104	0.0416666666666667	48	2.85661030196662e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
105	0.0416666666666667	48	5.70503448792922e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
108	0.166666666666667	48	0.000147106043440991	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
11	0.395833333333333	48	0.000515873223918148	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
110	0.375	48	0.000527897756605689	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
111	0.25	48	0.000348134019418177	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
113	0.333333333333333	48	0.000386346305885921	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
115	0.5625	48	0.000871930257937658	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
116	0.104166666666667	48	0.000118543395877764	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
117	0.416666666666667	48	0.000649792906341856	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
118	0.0208333333333333	48	1.52849107361213e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
119	0.4375	48	0.000571406502844739	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
12	0.125	48	0.000130148840573485	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
120	0.0625	48	4.33541843916204e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
121	0.583333333333333	48	0.00113762759356658	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
122	0.0416666666666667	48	4.18995083541116e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
123	0.166666666666667	48	0.000213003357254086	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
125	0.333333333333333	48	0.00072689815535752	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
127	0.0625	48	4.49162418643967e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
128	0.3125	48	0.000314755968086564	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
13	0.104166666666667	48	0.00077682274628915	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
130	0.4375	48	0.000703851577327112	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
131	0.145833333333333	48	0.000143251076030166	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
133	0.3125	48	0.000833257344132822	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
14	0.479166666666667	48	0.00146345481515668	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
15	1	48	0.154643671635145	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
16	0.645833333333333	48	0.00130542297163688	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
17	0.125	48	0.000146345934276543	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
18	0.229166666666667	48	0.000305330031484018	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
19	0.25	48	0.000297126362973527	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
2	0.833333333333333	48	0.00293640155276363	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
20	1	48	0.00515711432812788	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
21	0.979166666666667	48	0.00858839118856556	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
22	0.3125	48	0.000399899920504169	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
23	0.729166666666667	48	0.00184259042612809	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
24	1	48	0.0370065232118309	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
25	1	48	0.0300883099875512	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
26	0.958333333333333	48	0.00691381766498864	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
27	0.0208333333333333	48	1.46198830409357e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
28	0.1875	48	0.000191608161533935	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
29	0.729166666666667	48	0.00199548101238133	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
3	0.729166666666667	48	0.0240013682149948	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
30	1	48	0.0109593603060592	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
31	0.125	48	0.000159462970471457	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
32	0.104166666666667	48	0.000133277125913954	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
33	0.1875	48	0.000204561293178405	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
34	0.0833333333333333	48	0.000551903977962056	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
35	0.291666666666667	48	0.000258184010416676	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
36	0.8125	48	0.00232085851262491	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
38	0.0625	48	8.42055357441907e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
39	0.416666666666667	48	0.000449237306002173	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
4	0.25	48	0.000366657512258754	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
40	0.125	48	9.92321921200999e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
41	0.729166666666667	48	0.00480488803731191	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
42	0.145833333333333	48	0.000130312152386212	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
43	0.3125	48	0.000901093122362545	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
44	0.104166666666667	48	0.000142490542171848	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
45	0.0625	48	0.000166222667123577	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
46	0.854166666666667	48	0.00650801437921977	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
47	0.395833333333333	48	0.000666851353403356	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
48	0.104166666666667	48	0.000211876748072201	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
49	0.229166666666667	48	0.000286687713672839	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
5	0.125	48	0.000143510441722596	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
50	0.625	48	0.00205186725280559	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
51	0.9375	48	0.015635599622198	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
52	0.0208333333333333	48	4.49317038102085e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
53	0.145833333333333	48	0.000228691137498286	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
56	0.541666666666667	48	0.000619106264971951	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
57	0.875	48	0.0138482538020424	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
58	0.604166666666667	48	0.00266693729577615	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
59	0.208333333333333	48	0.000322720358495955	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
6	0.270833333333333	48	0.000482576207680044	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
60	0.479166666666667	48	0.000728146760430345	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
61	0.291666666666667	48	0.000385448209389378	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
62	0.104166666666667	48	0.000144647222836608	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
63	0.395833333333333	48	0.00173789363944995	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
64	1	48	0.0220850139643077	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
67	1	48	0.0215540771042533	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
7	0.25	48	0.000651849113428208	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
70	0.0416666666666667	48	0.000127716900871718	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
71	0.0208333333333333	48	3.04136253041363e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
72	0.3125	48	0.000587035596689804	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
73	0.6875	48	0.00515253688484682	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
75	0.0833333333333333	48	0.000169191256124133	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
76	0.0416666666666667	48	2.84905912671399e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
77	0.0625	48	7.35757332661794e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
78	0.0625	48	4.31882111953414e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
79	0.208333333333333	48	0.000314921174821081	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
8	0.125	48	0.000156337122827457	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
82	0.333333333333333	48	0.000392752465518217	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
83	0.104166666666667	48	0.000114414876745987	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
84	0.0833333333333333	48	0.000105442289863135	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
85	0.729166666666667	48	0.00150012178236907	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
86	0.0833333333333333	48	9.92821468708119e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
87	0.125	48	0.000156519452711398	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
88	0.104166666666667	48	0.000240379054618866	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
89	0.0833333333333333	48	7.28505705457371e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
90	0.0625	48	8.52247892859965e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
91	0.0416666666666667	48	4.26427815836921e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
93	0.0833333333333333	48	0.000113694648535645	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
94	0.0208333333333333	48	1.46198830409357e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
95	0.0833333333333333	48	5.84917839039798e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
96	0.166666666666667	48	0.000157397793274608	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
97	0.0416666666666667	48	2.93887958606e-05	chlamydomonas_reinhardtii_phycosphere	phycosphere	NetCls	108
1	0.951612903225806	62	0.0270210599246109	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
10	0.951612903225806	62	0.0136372347577586	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
100	0.0161290322580645	62	1.15207373271889e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
101	0.887096774193548	62	0.00802596590246434	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
102	0.161290322580645	62	0.00082180580061964	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
104	0.145161290322581	62	0.000155822521771898	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
105	0.032258064516129	62	0.000642883624697988	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
107	0.112903225806452	62	0.000120652122695135	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
108	0.032258064516129	62	3.40811955702331e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
11	0.967741935483871	62	0.0510126245509363	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
110	0.0806451612903226	62	6.64530233121242e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
112	0.0645161290322581	62	6.55836355479619e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
113	0.0483870967741935	62	5.6524351506158e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
114	0.0483870967741935	62	3.28263638751463e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
115	0.0806451612903226	62	6.6865773996245e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
116	0.112903225806452	62	0.000188489827029213	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
117	0.241935483870968	62	0.000384764708514084	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
118	0.0483870967741935	62	9.97644125661726e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
119	0.0967741935483871	62	0.000109406719795115	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
12	0.951612903225806	62	0.0201767990912277	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
120	0.338709677419355	62	0.000408212304322432	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
121	0.241935483870968	62	0.000277575191969866	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
122	0.0645161290322581	62	4.45358505041703e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
123	0.0161290322580645	62	1.08979947689625e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
125	0.0806451612903226	62	0.000121938414102686	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
126	0.0161290322580645	62	1.09870791948668e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
127	0.0806451612903226	62	0.000134541322857129	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
128	0.032258064516129	62	2.24630929975176e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
129	0.0161290322580645	62	1.08613011838818e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
13	0.903225806451613	62	0.0242024749516153	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
130	0.0483870967741935	62	3.30213892080919e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
131	0.193548387096774	62	0.000559595720921103	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
132	0.0161290322580645	62	1.09795999033795e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
133	0.306451612903226	62	0.000957297405150813	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
14	0.774193548387097	62	0.00949972519578145	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
15	0.870967741935484	62	0.00378196624091603	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
16	0.983870967741935	62	0.0328044826234376	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
17	0.887096774193548	62	0.0265332568823931	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
18	0.870967741935484	62	0.00416260536454236	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
19	0.306451612903226	62	0.000406367559957455	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
2	0.983870967741935	62	0.0627597011192973	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
20	0.919354838709677	62	0.00823112932792784	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
21	0.983870967741935	62	0.0176985112147208	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
22	0.983870967741935	62	0.0132960129882267	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
23	0.887096774193548	62	0.00606880734616001	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
24	0.935483870967742	62	0.0094555605597873	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
25	0.790322580645161	62	0.00274170899385594	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
26	0.548387096774194	62	0.00107021898592748	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
27	0.112903225806452	62	0.000257074698255193	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
28	0.419354838709677	62	0.00104428210593463	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
29	0.983870967741935	62	0.0215235566865494	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
3	0.758064516129032	62	0.00443588834025952	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
30	0.241935483870968	62	0.000264650403697859	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
31	0.483870967741935	62	0.000759648449598767	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
32	0.693548387096774	62	0.0861306713601738	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
33	0.419354838709677	62	0.00274718956048837	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
35	0.951612903225806	62	0.025647676214211	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
36	0.709677419354839	62	0.0013105648993147	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
37	0.129032258064516	62	0.000562025211746421	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
38	0.0161290322580645	62	1.09870791948668e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
39	0.903225806451613	62	0.00599109960969774	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
4	0.870967741935484	62	0.00436145847473602	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
40	0.17741935483871	62	0.000175598791292001	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
41	0.709677419354839	62	0.00471420562616975	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
42	0.161290322580645	62	0.000175822267801731	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
43	0.774193548387097	62	0.0196362077943116	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
44	0.129032258064516	62	8.76995373995579e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
45	0.290322580645161	62	0.000615310658681436	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
46	1	62	0.0217186025735977	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
47	0.951612903225806	62	0.0172576885868885	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
48	0.806451612903226	62	0.00513140173203913	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
49	0.032258064516129	62	3.29165143916622e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
5	0.741935483870968	62	0.00308439702328838	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
50	0.209677419354839	62	0.000186715785520164	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
51	0.32258064516129	62	0.000702593796265724	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
52	0.0645161290322581	62	9.90532450785787e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
53	0.451612903225806	62	0.00148271076285672	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
54	0.193548387096774	62	0.000197179500469098	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
56	0.935483870967742	62	0.00730645338580243	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
57	0.532258064516129	62	0.00110859539548457	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
58	0.887096774193548	62	0.0125522883761789	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
59	0.854838709677419	62	0.0137664041724493	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
6	0.951612903225806	62	0.014903621630495	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
